course_code,course_name,course_desc
MANE-4170,Machine Dynamics,"The principles of dynamics as applied to the analysis of the accelerations and dynamic forces in machines and machine components such as linkages, cams, and gears. The effect these dynamic forces have on the dynamic balance and operation of the machines and the attending stresses in the individual components of the machines."
MANE-4180,Mechanisms,"The displacement, velocity, and acceleration analysis of planar mechanisms, four bar linkages, slider, cranks, cams, and gear systems. Some synthesis techniques. Explore the use of existing large and small computer graphics programs."
MANE-4190,Bio-fluid Mechanics: Theory And Modeling,"This course introduces the fundamental circulatory bio-fluid mechanics, blood rheology, and governing laws of physiological blood flows. The course emphasizes theoretical and numerical modeling, analysis and simulation, and demonstrates these methods through application of study cases and research in clinical applications. The topics will cover fundamentals of fluid mechanics and physical principles of circulation, blood rheology:  properties of flowing blood, blood flow in vessels, veins, coronary arteries, microcirculation, models of biofluids, computational biofluid mechanics, and fluid in the lung."
MANE-4200,Rotocraft Perf Stab Ctl,
MANE-4210,Vtol Aircraft Design,"Aerodynamics and dynamics of lifting rotors in Vertical Take-Off and Landing (VTOL) applications. Design concepts by which rotor weight and stress are minimized and vehicle control is provided. Weight and engine power trends for configuration definition. Center of gravity and aerodynamic lift and moment for equilibrium and desired aircraft attitude. Methods for determining size, weight, and cost for a given payload, useful volume, and specified performance. This is a communication-intensive course."
MANE-4220,Inventor's Studio 2,"Students work in teams to continue innovation, design, and development work on approved projects that started in other courses such as Introduction to Engineering Design or Inventors Studio 1 or equivalent. New projects can also be proposed by students. Emphasis will be on innovating, completing the design, building an improved prototype, applying for patent protection, and licensing the design. Open to undergraduate and graduate students. Oral and written concept, midterm and final presentations are required. This is a communication-intensive course. This course meets with ENGR 4010."
MANE-4230,Air Vehicle Design,"Conceptual and preliminary design of manned and unmanned air vehicles to satisfy given mission requirements and aircraft specifications. Includes elements of initial sizing and weights, geometry selection, aerodynamic design, propulsion integration, stability and control, loads, structural design, materials, manufacturability, and cost analysis. This is a communication-intensive course."
MANE-4240,Finite Elements Method,"This course introduces the methods upon which finite element software is built. Methods covered include construction of weak forms, discretization of the weak forms, the local/global linkage, construction of element shape functions, element mapping and numerical integration. The course will also cover the application of finite elements methods employing software tools. This will include open-source tools for the efficient implementation of finite elements and commercial software commonly applied in industry."
MANE-4250,Space Vehicle Design,"This course introduces all elements of the spacecraft system design process from proposal preparation through detailed specification. Students are organized into design teams associated with different subsystems and tasks, to develop a solution to a space vehicle system problem of practical interest, by drawing on their background in aerospace engineering science and design. Topics include problem definition and requirement analysis, design specifications, concept development, reliability, materials considerations of alternative solutions, materials considerations, risk assessment and mitigation, manufacturability, mission analysis, and presentation skills. This is a communication-intensive course."
MANE-4260,Mulitdisciplinary Capstone Design,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course."
MANE-4280,Design Optimization,"This course introduces the theory and practical use of numerical design optimization methods. Topics include: gradient-based methods for unconstrained and constrained nonlinear optimization; numerical evaluation of derivatives; polynomial- and kriging-based surrogate models; gradient-free optimization methods; optimization under uncertainty; multi-objective and multi-disciplinary optimization. Projects require the use of computer programs to generate numerical results; therefore, experience with programming is highly recommended."
MANE-4290,Radiation Transport Mthds,"This course will present the foundations of numerical (deterministic) and Monte Carlo methods that are widely used in the modeling and analysis of nuclear reactor design, radiation dosimetry, and radiation shielding.  Emphasis will be placed on the three fundamental aspects of computation methods: (i) discretization methods for the transport and diffusion equations; (ii) iterative methods for solving the system of discretized equations; and (iii) Monte Carlo methods for solving general fixed-source and eigenvalue problems."
MANE-4310,Theory Of Structures,
MANE-4320,Elements Of Elasticity,
MANE-4330,Inventor's Studio 3,"An advanced course in technology innovation. Students learn Lean six sigma methodologies to set up a TQM (Total Quality Management) structure for their pilot operation, to scale up their product or technology innovation. Utilizing systems thinking, students design a lean manufacturing or technology service (e.g. software), operation. Tools and techniques will be learned, to conduct customer discovery, development, and interviews etc. Students develop new suppliers and design a lean supply chain. Regular seminars will be given by external speakers."
MANE-4340,Physics Of Radiology,"An introductory course on physical principles behind the creation of diagnostic medical images. Medical imaging is one of the most exciting and technologically demanding fields of medicine. Topics include radiation interaction, radiation dosimetry, formation and quality of X-ray images, computed tomography (CT), nuclear medicine, magnetic resonance imaging (MRI), ultrasound imaging, and radiation detection and safety. Current research on image quality optimization, image-guided radio-surgery, 3D/4D ultrasound imaging, and Monte Carlo simulations are reviewed."
MANE-4350,Instrumentation & Measur,"Nuclear instrumentation and radiation detector systems for the collection, processing and displaying of signals related to photons, electrons, alpha particles, and neutrons. Topics include: radiation interactions, counting statistics, ionization chambers, proportional counters, Geiger counters, scintillators, gamma-ray spectroscopy, semiconductor detectors, slow and fast neutron detection, liquid scintillation and TLD, and background and shielding. Students will tour a 100-MeV electron accelerator facility and learn to use MCNP code to simulate an HPGe gamma spectrometer."
MANE-4360,Reactor Reliability & Safety,"Theory and applications of reliability and risk assessment.  Boolean algebra, logic diagrams, redundancy and majority-vote configurations.  System synthesis by reliability and fault tree techniques, quantitative evaluation, uncertainty analysis.  Common cause events, failure data, and failure models.  Allocation of risk to subsystems.  Availability, repair policies, renewal theory.  Operational reliability methods."
MANE-4370,Nuclear Engineering Lab,"A laboratory course covering topics applied physics, fluid dynamics, radiation spectroscopy and instrumentations, computer-controlled instrument interfacing and data acquisition.  Estimation and reporting of measurement errors is emphasized.  Lab attendance is required along with formal written lab reports"
MANE-4380,Nuclear Eng Senior Dsgn Proj I,"This is the first of a two-semester sequence for seniors intended to be a “capstone” design project where students have the opportunity to utilize the broad range of their undergraduate experience in an interdisciplinary design project. Projects are selected to provide interaction between nuclear engineering and engineering physics majors to provide exposure to cross-fertilization of ideas and team interaction, which simulates anticipated future professional experience. The product of each design project is a comprehensive report or design proposal having both global and detail completeness. Under some circumstances, the project may involve development of cost information necessary to effect construction and may actually involve construction and commissioning of the designed apparatus. This is a communication-intensive course."
MANE-4390,Nuclear Eng Senr Dsgn Proj II,This is a required continuation of MANE 4380. This is a communication-intensive course.
MANE-4400,Nuclear Power Syst Engr,"Application of thermodynamics, heat transfer, and fluid flow principles to nuclear energy generation systems, including nuclear reactors, nuclear fusion devices and systems, and radiation technology. Engineering aspects of 1st and 2nd Laws of Thermodynamics will be emphasized. Characteristics and safety aspects of nuclear power equipment will be discussed."
MANE-4410,Appl Atomic & Nucl Phys,"Review of atomic and nuclear physics and quantum mechanics; application to atomic, molecular and nuclear systems; particle and photon emissions; photon/particle interactions; quantum statistics; applications of nuclear physics to nuclear data, medical physics, accelerators, fusion systems, nuclear reactors; key measurements and databases; basic level of technical writing and presentation."
MANE-4420,Radiation Technology,"An introductory course on the generation, distribution, and interaction of ionizing radiation. Radiation sources such as radioisotopes, accelerators, focused ion beams, and cosmic rays are studied. Applications to semiconductor electronic devices, chemical polymerization, food preservation, sterilization, material modification, industrial and medical radiography, and radiation damage are presented."
MANE-4430,Linear Accelerator Lab,"Linear Accelerator Laboratory will provide an introduction to measurements of experimental systems utilizing neutron sources.  It will focus on measurements relating to the detection of neutrons through interactions in materials, neutron reaction cross-sections neutron diffusion and slowing down, Doppler broadening of cross-sections and how this applies to nuclear reactors, both neutron and photon activation analysis and its applications, and the fission process and measurement of delayed fission gammas.  The course will utilize the unique abilities of the Gaerttner Linear Accelerator Center to provide real world neutron experiments to supplement the theory learned in previous courses at RPI."
MANE-4440,Critical Reactor Laboratory,"Theory and operation of a low-power critical reactor facility: reactor layout, instrumentation, shielding, controls, hazards, problems of start-up and shutdown, and operating parameters. Approach to criticality, operating procedures, kinetics. Measurements are made of neutron flux, fuel rod worth, radiation, and various reactivity effects."
MANE-4450,Nuclear Fuel Management,"Sources of nuclear fuel. Mining, milling, and purification. Principles of isotope enrichment; specific methods with emphasis on gaseous diffusion. Fuel fabrication. Transport and reprocessing of spent fuel. In-core fuel management. Linear reactivity, batch, nodal, and pincell methods. Power shape and control management. Partial core reloading. Fuel depletion. Poison management and Haling strategy. Breeding and fast reactors. Economics of the fuel cycle. Computation of fuel cycle costs."
MANE-4460,Engineering Materials For Nuclear Application,Materials selection for nuclear applications in current and next generation nuclear systems.  specific topics include: crystal structure; atomic bonds; defects in solids; thermodynamics; phase diagrams; kinetic processes in materials diffusion; phase transformation; mechanical properties of materials; thermal transport behavior of nuclear materials; corrosion in nuclear systems; radiation interaction of materials with neutron and charged particles; microstructural evolution of materials; properties of fuel clad; fuel chemistry; high burn-up and accident tolerant fuels; and nuclear waste management.
MANE-4470,Radiological Engineering,"A foundational course on the principles of radiation and radiation protection (health physics). Provides a fundamental understanding of natural and anthropogenic sources of radiation, radiation interactions in matter, the biological effects of radiation, internal and external dosimetry, and radiation shielding.  The use of computational and simulation techniques is emphasized throughout the course.  Studio-style case studies examine the medical, socio-political, and regulatory aspects of radiation utilization and protection."
MANE-4480,Physics Of Nuclear Reactors,Basic nuclear reactor theory; fuel cycles. Neutron diffusion and slowing down; criticality analyses for homogeneous and heterogeneous systems; reactor kinetics and control; reactivity coefficients; fuel management. Reactor systems and types; reactor design. Power plant safety.
MANE-4500,Modeling And Contrl Of Dyn Sys,"Introduction to modeling, analysis, and control of dynamic systems. Modeling of mechanical, electrical, and electromechanical systems. Time-domain and Laplace-Transform solutions. Block diagrams and transfer functions. Analysis and design of feedback control systems. Control system representation and characteristics. System performance specifications. Absolute stability criteria. Root-Locus and frequency response analysis and design methods. Systems compensation and controller design."
MANE-4510,Control Systems Lab,"Laboratory introduction to the design, analysis and interpretation of key components of an intelligent physical system: sensing, communication, computation, simulation, programming, and control. Modeling and simulation of physical phenomena. Design of control algorithms (e.g., PID, state feedback) applied to a variety of physical systems. Modeling systems from data. Analysis of data, algorithm development, and implementation in hardware, including nonlinear and hardware effects of discretization, delays, saturation, and sampling. Extensive use of METLAB and Simulink."
MANE-4520,Mechatronics,"The synergistic combination of mechanical engineering, electronics, control engineering, and computer science in the design process. The key areas of mechatronics studied in depth are control sensors and actuators, interfacing sensors and actuators to a microcomputer, discrete controller design, and real-time programming for control using the C programming language. The unifying theme for this heavily laboratory-based course is the integration of the key areas into a successful mechatronic design."
MANE-4530,Control System Engineering,"Application of linear feedback theory to the design of large-scale, integrated control systems. Derivation of complex mathematical models of physical systems. Synthesis of appropriate control laws to provide stability. Simulation of complex systems on digital computers."
MANE-4540,Digital Control Systems,"Sampling, quantization, and reconstruction of signals. Mathematical tools used in the modeling, analysis, and synthesis of discrete-time control systems. Analysis tools include z-transforms, difference equation solutions, state variables, and transfer function techniques. Design tools digital PID controller, root locus, bilinear transformations, compensation techniques and full-state feedback. Applications to sampled-data control."
MANE-4550,Intro To Robot Programming,"This course provides an introduction to Robot Operating System (ROS), a widely used middleware for robot programming. Students will learn the basic components of ROS, how to utilize and write ROS packages, gain experience utilizing simulation software, and apply the concepts to physical platforms."
MANE-4560,Robotics I,"A survey of the fundamental issues necessary for the design, analysis, control, and implementation of robotic systems.  The mathematical description of robot manipulators in terms of kinematics and dynamics.  Hardware components of a typical robot arm.  Path following, control, and sensing. Examples of several currently available manipulators."
MANE-4610,Manufacturing Proc & Sys Lab,"Manufacturing theory, laboratory experimentation, and manufacturing systems design and development comprised of select modern manufacturing technologies. Technologies include robotics and automation, injection molding, computer numerically controlled (CNC) machining, metal forming, inspection, rapid prototyping, and advanced manufacturing topics. Student teams apply lessons to develop a proposal to produce a product requiring multiple coordinated manufacturing processes. Students prepare technical documentation for communicating key engineering and management aspects of the developed manufacturing system to a separate fabrication group"
MANE-4620,Manufact Process & Sys Lab II,"Student teams finalize manufacturing system plans from select ENGR 4710 projects, build a manufacturing system to complete several hundred units of a product, optimize the system, manage a project budget, modify manufacturing packaging plans, and conform to a project schedule as proposed in the associated project Technical Data Packages produced by ENGR 4710 teams. In addition, students will learn new advanced manufacturing topics to increase their breath and depth of manufacturing."
MANE-4640,Analy. Of Manuf. Process,"Review of basic aspects of manufacturing engineering including driving forces, quality attributes, tolerances, etc. Examination of basic principles of mechanics, engineering materials, analysis of both bulk-forming (forging, extrusion, rolling, etc.) and sheet-forming processes, metal cutting, and other related manufacturing processes. Discussion and role of computer-aided manufacturing in these areas."
MANE-4650,Fracture Mechanics,
MANE-4660,Wind Energy Engineering,
MANE-4670,Mech Behavior Of Materials,"Stress, strain, balance equations, elementary constitutive models. Elements of plasticity. Effect of temperature and deformation rate on mechanical behavior of engineering materials. Theory of dislocations. Deformation of metals and strengthening mechanisms. Creep behavior and viscoelastic models of material behavior."
MANE-4710,Heat Transfer,
MANE-4730,Heat Transfer,"Comprehensive treatment of conduction, convection (including boiling and condensation), and radiation heat transfer. Thermal system design and performance (including heat exchangers). Emphasis is on physical and mathematical modeling of engineering systems for application of modern analytical and computational solution methods."
MANE-4740,Thermal and Fluids Engineering Laboratory,"Laboratory experience to complement MANE Thermal-Fluids sequence. Demonstration of principles of thermodynamics, fluid mechanics, and heat transfer for mechanical engineering applications through a number of structured experiments. Technical communication skills and decision-making in the face of uncertainty are strongly emphasized."
MANE-4750,Combustion Systems,"Introduction to elementary theory of combustion and applications to energy sources, fires, and explosions. Discussion of internal and external combustion piston and turbine engines, solid-and liquid-propellant rockets, fire and explosion hazards of gaseous fuels, propellant and explosive performance."
MANE-4760,"Heating, Ventilation & Ac","Principles for the control of air properties to meet comfort and industrial requirements, load determination, psychrometry, cycles, transmission, distribution, and automatic control."
MANE-4770,"Design, Analysis, Engergy Syst","The course focuses on design and analysis of energy systems from accessibility (cost), availability (security/reliability) and acceptability (Environmental, health impacts etc.). The course discusses various forms of energy sources, various forms of energy consumption. The life cycle analyses build on first principles and thermo-economic considerations. Methods of life cycle analyses from net energy, economics, and impact will be studied."
MANE-4780,Wind Energy Engineering,"Topics Covered: Climatology, Solar vs. Wind Energy,  Earth's rotational and Coriolis effects,  Wind Speed Statistics: Histograms,  Weibull, Available Energy,  Aerodynamics, Wake effects,  Thrust and Power with objects in  Wind  flow, Betz Limit, Wind Shear and Ground Effects;  Blade aero/structural design, and manufacture;  OEM Wind Turbine Designs/Architectures, and   capturing Wind  Energy via Direct Drive-Generators/Gearbox-driven; Pitch/Yaw Controls, Tower designs. The back-end   interface with the  Grid, Wind Farm development and Supervisory Controls; Cost Of Energy: Wind vs. Fossil Fuel  technologies."
MANE-4790,Advanced Heat Transfer,Comprehensive treatment of conduction and convection heat transfer.  Emphasis is on physical and mathematical modeling of heat transfer phenomena with applications in engineering systems.  Analytical and computational solution methods are discussed.  The class is centered around a semester long project.
MANE-4850,Space Vehicle Design,
MANE-4860,Intro Nonlinear Finite Elemnts,"Review of linear finite element concepts. Nonlinear continuum mechanics of solids: finite strain and stress measures, total and updated Lagrangian approaches, variational methods – virtual work principle. Non-linear finite element procedures: incremental solution of nonlinear equations, Newton-Raphson method. Finite elements for elasto-plasticity. Finite elements for hyper-elasticity. Contact of solids using finite elements. Finite elements in dynamics."
MANE-4880,Mane Laboratory Safety Program,
MANE-4900,Aeroelasticity And Structural Vibrations,"Basic concepts in static and dynamic aeroelasticity. Structural vibrations, free and forced motion of discrete and continuous structures, introduction to modal analysis, and use of materials for dynamics tailoring. Aeroelastic behavior of complex structures, dynamic aeroelasticity. The phenomena of divergence, control surface effectiveness, and flutter and the use of composite materials for aeroelastic tailoring. The role of numerical methods will be emphasized."
MANE-4910,Fluid Dynamics Lab,"Wind tunnel experiments in fluid mechanics and the aerodynamics of airplane models with emphasis on lift, drag, separation and stall, transition and turbulence, longitudinal and lateral stability, and data acquisition and analysis. This includes pressure and velocity measurement techniques, hot wire anemometry, demonstrations of Particle Imaging Velocimetry, flow visualizations, tunnel characterization, laboratory instrumentation, errors and noise in measurements, digital sampling, and comparison of measured data with theoretical and computational predictions."
MANE-4920,Aerospace Structures And Control Laboratory,"Laboratory experiments with emphasis on the static and dynamic response of light-weight and flexible structures, that are used in aircraft, spacecraft, and rotorcraft.  Experiments include tensile testing, buckling characterization, free and forced vibration testing, damping measurement, and high strain-rate impact loading of fiber-reinforced composite materials."
MANE-4940,Ugrad Independent Study,Prerequisites/Corequisites: Permission of instructor.
MANE-4941,Undergraduate Research Project,
MANE-4942,Independent Study In Mane,
MANE-4960,Topics In Mane,When Offered: Upon sufficient demand.
MANE-4961,Topics In Mane,
MANE-4962,Topics In Mane,
MANE-4963,Topics In Mane,
MANE-4964,Topics In Mane,
MANE-4965,Topics In Mane,
MANE-4966,Topics In Mane,
MANE-4967,Topics In Mane,
MANE-5000,Advanced Engr Mathematics I,"A presentation of mathematical methods useful in engineering practice. The course covers analytical and numerical techniques used in linear algebra, the numerical solution of nonlinear equations, the foundations of vector and tensor algebra and an introduction to vector operators. Also covered are methods of polynomial and trigonometric interpolation and approximation, numerical solution methods for initial and boundary value problems for ordinary differential equations and an overview of the fundamentals of probability and statistics including random variables, density and distribution functions and hypothesis testing. Symbolic manipulation and scientific computation software used extensively. Emphasis on reliable computing is made throughout."
MANE-5020,Combustion Engines,
MANE-5040,Gas Turbine Performance Analys,
MANE-5060,Intro To Compressible Flow,"One-dimensional isentropic compressible flow. Normal stationary and moving shock waves. Design on inlet and ducted diffusers, steady flow wind tunnels and shock tubes. Flow in ducts with friction and heat transfer."
MANE-5080,Turbomachinary,"Representation of performance of turbomachines; mechanism of energy transfer; factors limiting design and performance including surge, choking, and cavitation; two-and three-dimensional flow phenomena; performance analysis including multistage effects and off-design performance."
MANE-5100,Mecl. Eng. Foundations I,A presentation of the principles of macroscopic transport useful in the analysis of mechanical engineering systems. The course covers the formulation energy mass and momentum balances in continua; the development of mathematical models of heat conduction and mass diffusion in solids and of flow in ideal and Newtonian fluids. Models are illustrated using examples from mechanical engineering. Particular attention throughout is devoted to the development of the ability to create realistic and reliable models.
MANE-6000,"Mech, Aero, Nucl, Envir Eng",
MANE-6060,Heli Aerodynamic & Performance,"Aerodynamic analysis of rotocraft in hover, axial, and edgewise flight. Rotor blade flapping, and response to rotor pitch controls. Rotor hub loads and aircraft equilibrium procedures. Helicopter performance calculations. Effect of rotor design on rotor aerodynamic performance."
MANE-6070,Multirotor Aerial Vehicles,Aerodynamic analysis of multi-rotor aerial vehicles. Multi-rotor coordinates and controls for multi-copters. Multi-copter failure and recovery. Comparison of rotor speed and pitch control. Trim and performance analysis of different multirotor archetypes.
MANE-6080,Vtol Aircraft Flight Mechanics,"Theory and Application of VTOL vehicle dynamics, simulation, and control system design. Coordinate systems, nonlinear dynamics, inflow dynamics, eigenanalysis and linear control design. Control system design using model following and dynamic inversion."
MANE-6090,Vtol Aircraft Dynamics & Aero,"Analysis of coupled rotor blade elastic deformations, support elastic deformations, rotor loads and vibrations, and aeroelastic and aeromechanical stability of VTOL aircraft. Methods to mitigate dynamic loads and aeroelastic/aeromechanical instability."
MANE-6110,Kinematic Synthesis,"Analytical and geometrical theories of function, path, and motion generation of four bar linkages. Consists of 3, 4, and 5 accuracy points. Review of recent developments and use of computer graphic methods."
MANE-6120,Robotics I,"A survey of the fundamental issues necessary for the design, analysis, control, and implementation of robotic systems.  The mathematical description of robot manipulators in terms of kinematics and dynamics.  Hardware components of a typical robot arm.  Path following, control, and sensing. Examples of several currently available manipulators."
MANE-6140,Intro Computat Fluid Dynamics,"This is a course on introduction to computational fluid dynamics. This course provides knowledge necessary to model engineering applications consistent with energy and fluid-dynamic physical laws. Discretization models include: overview of finite difference, finite element, and finite volume discretization approaches, physical problem classification, discretization techniques, and numerical guidelines. Applications include: incompressible and compressible flows, laminar and turbulence flows, with introduction to computational fluid dynamics turbulence modeling, followed by boundary layer, and parabolized flow simplifications."
MANE-6150,Acoustics Engineering,"Introductory materials of engineering acoustics for students with basic knowledge in mathematics (at least one level of first-year college). Much of the course material is taken from the textbook ""Acoustics for Engineers"" by Blauert and Xiang (2nd Ed.). The course includes mechanic and acoustic oscillations, the wave equations in fluids,  governing equations for horns and ducts, spherical sound sources and arrays, piston membranes, diffraction and scattering, dissipation, reflection, refraction and absorption, isolation of air- and structure-borne sounds, noise propagation and noise control."
MANE-6170,Mechanics Of Solids,"This course provides an introduction to the mechanics of solids from a continuum perspective. Topics covered in this course include: vector and tensor analysis, coordinate systems and calculus in curvilinear coordinate systems, kinematics (motion, deformation and strain), stress and momentum balance, energy principles and balance laws, linear isotropic and anisotropic elasticity, thermoelasticity, method of solutions for 2D and 3D linear elastic boundary value problems, applications to simple structures."
MANE-6180,Mechanics Of Composite Mtrls,Mechanics of elastic heterogeneous solids. Plasticity of composite materials. Thermoelastic and thermoplastic behavior. Mechanics of distributed damage. Mechanical behavior.
MANE-6190,Bio-fluid Mechanics: Theory And Modeling,"This course introduces the fundamental circulatory bio-fluid mechanics, blood rheology, and governing laws of physiological blood flows. The course involves theoretical and numerical modeling of simple study cases and research in clinical applications. The main topics will cover fundamentals of fluid mechanics and physical principles of circulation, blood rheology: properties of flowing blood, blood flows in vessels, veins, coronary arteries, microcirculation, models of biofluids, computational biofluid mechanics, and fluid in the lung."
MANE-6210,Vtol Aircraft Design,"Aerodynamics and dynamics of lifting rotors. Design concepts by which rotor weight and stress are minimized and vehicle control is provided. Weight and engine power trends for configuration definition. Center of gravity and aerodynamic lift and moment for equilibrium and desired aircraft attitude. Methods for determining size weight, and cost for a given payload, useful volume, and specified performance. This is a communication-intensive course."
MANE-6230,Adv. Manufacturing Proc & Sys,Advanced Manufacturing Processes and Systems (AMP) is a project-based lecture/laboratory course that teaches graduate engineering students how to develop new manufacturing processes and systems.
MANE-6240,Intro. To Neural Networks,"Neural networks are program and memory at once, useful where traditional techniques fail, i.e., for artificial speech and image recognition. Emphasis on existing and emerging engineering applications. Parallel distributed processing, Hebb’s rule, Hopfield net, back-propagation algorithm, perceptrons, unsupervised learning, Kohenen self-organizing map, genetic algorithms, neocognitron, adaline. Illustrated with computer programs and lectures."
MANE-6250,Continuum Mechanics,"Vector and tensor calculus. Description of infinite deformation, kinematics. Calculus of variations, Hamiltonian, Lagrangian, conservation equations, Cauchy and Piola- Kirchhoff stress tensors, path independent integrals. Thermodynamics of continua, invariance principles, Clausius-Duhem"
MANE-6260,Radiation Technology And Applications,"An introductory course on the generation, distribution, and interaction of ionizing radiation. Radiation sources such as radioisotopes, accelerators, focused ion beams, and cosmic rays are studied. Applications to semiconductor electronic devices, chemical polymerization, food preservation, sterilization, material modification, industrial and medical radiography, and radiation damage are presented."
MANE-6280,Nucl Reactor Analysis II,"Reactor kinetics, stability, and control. Perturbation methods, reactivity coefficients; feedback mechanisms, long-term reactivity changes. Fission product effects on reactor startup and spatial stability. Fuel depletion. Theory of control and burnable poisons."
MANE-6290,Radiation Transport Methods,"This course will present the foundations of numerical (deterministic) and Monte Carlo methods that are widely used in the modeling and analysis of nuclear reactor design, radiation dosimetry, and radiation shielding.  Emphasis will be placed on the three fundamental aspects of computation methods: (i) discretization methods for the transport and diffusion equations; (ii) iterative methods for solving the system of discretized equations; and (iii) Monte Carlo methods for solving general fixed-source and eigunvalue problems."
MANE-6300,Numeric Meth Reac Analys,"Difference equations; matrix operation, linear systems, matrix eigenvalue problems, multi-group diffusion, and transport theory methods. Sn calculations, Monte Carlo methods. Application to nuclear engineering calculations, such as flux and power distributions, heat conduction, programming reactor problems for digital computers, codes, etc."
MANE-6310,Reactor Design,"The reactor design problem is studied using current methods. Emphasis is placed on thermal and hydraulic analyses of power reactors, neutronics, fuel cycles, economics, nuclear analysis, control, siting, and safety. Complete reactor systems are analyzed. Standard reactor design codes are utilized."
MANE-6320,Radioactive Waste Mgmt,"Fundamental knowledge with a broad view on radioactive waste. Generation of sources, classification, management including treatment, conditioning, storage, transportation, and disposal. Environmental impact of nuclear waste management activities, risk and safety assessment, and regulatory aspects. Use of modern software (such as GoldSim) for risk and safety assessment through homework, project, and/or exams."
MANE-6350,Radiation Shielding,"Design, analysis, and confirmation of radiation shields. Point kernel, removal-diffusion, P-N, discrete ordinates, and Monte Carlo computation method. Photon, neutron, and charged particle transport data, applications, and tests. Shield materials and behavior. Dosimetry in shield confirmation."
MANE-6360,Reactor Reliability & Safety,"Theory and applications of reliability and risk assessment. Boolean algebra, logic diagrams, redundancy, and majority-vote configurations. System synthesis by reliability and fault tree techniques, quantitative evaluation, uncertainty analysis. Common cause events, failure data, and failure models. Allocation of risk to subsystems. Availability, repair policies, renewal theory. Operational reliability methods."
MANE-6370,Thermal-hydr Dsgn Nuc Rc,"An introduction to the principles underlying the thermal-hydraulic design of nuclear power reactors. Topics include plant thermal limits, sub-channel analysis, thermal-hydraulic stability analysis, and reactor system response during both normal and postulated accident conditions."
MANE-6380,Nuclear Reactor Material,"The physical metallurgy and associated physical chemistry of problems encountered in the application of materials in nuclear reactors is discussed. Specifically, the metallurgy and physical chemistry of ceramic fuels (e.g., oxygen potentials), the primary fuel densification and pellet-clad interaction mechanisms, irradiation-induced creep, hardening, and embrittlement mechanisms, and the properties of zircaloy are covered."
MANE-6400,Analytic Dynamics,"A fundamental course in dynamics of rigid and flexible bodies. Review of kinematics and Newtonian dynamics; virtual variations and fundamentals of calculus of variations; generalized coordinates, velocities and momenta; constraints; generalized Hamilton’s principle and Lagrangean dynamics; rotational dynamics, orientation angles and Euler parameters; brief introduction to the analysis of nonlinear systems and stability of motion. Applications to the motion of rigid and flexible bodies. The role of symbolic manipulation in dynamics is introduced."
MANE-6410,Appl Atomic & Nucl Phys,"Review of atomic and nuclear physics and quantum mechanics; application to atomic, molecular and nuclear systems; particle and photon emissions; photon/particle interactions; quantum statistics; applications of nuclear physics to nuclear data, medical physics, accelerators, fusion systems, nuclear reactors; accelerators, fusion systems, nuclear reactors; key measurements and databases; advanced level of technical writing and presentation."
MANE-6420,Multibody Dynamics,"Analytical and numerical analysis of dynamic behavior of multibody mechanical systems. Emphasis on understanding all aspects of modeling and analysis process associated with real (spacecraft, automotive, biomechanical, etc.) systems. Review of traditional dynamic analysis methods (Newtonian-Euler, Lagrange, etc.), presentation of more efficient, powerful, recently developed methods (including Kane’s method). Comparison of the different formulations and their applicability to computer simulation. Treatment of constraints, extraction of data from equations of motion, and computational issues."
MANE-6430,Nonlinear Vibrations,"A fundamental course in nonlinear vibrations and stability. Basic concepts about linear and nonlinear systems; Routh-Hurwitz and Liapunov’s stability criteria; systems with periodic coefficients and Floquet theory; effects of nonlinearities; limit cycles, jump, saturation, nonlinear resonances, modal energy exchange, etc.; perturbation methods: straightforward perturbations, Lindstedt-Poincare, harmonic balancing, multiple time scales; steady-state and transient responses of nonlinear systems. Applications to discrete and structural systems. Use of symbolic manipulation to analyze problems."
MANE-6450,Mechanics Of Matls Processing,"Modeling and analysis of common manufacturing processes. Topics include bulk-forming, sheet-forming, and casting processes. Classical analysis techniques, upper bound analysis, slip-line field theory, asymptotic methods, and the finite element method are investigated."
MANE-6460,Fracture Mechanics And Fatigue Of Materials,"Fracture mechanics: linear elastic fracture, elastic crack boundary value problems, path independent integrals, stress concentration and crack nucleation, statistical approach to brittle fracture, toughening mechanisms, elastic-plastic fracture mechanics, elements of dynamic fracture. Fatigue of materials: response of materials under cyclic stress, micromechanical aspects of fatigue, phenomenological approach to fatigue life prediction, fracture mechanics approaches, fatigue crack initiation and propagation, variable amplitude, and overstress effects."
MANE-6480,Health Phys & Med Asp Of Rad,"Use of radioisotopes and radiation in nuclear medicine, radiation chemistry, basis of dosimetry, ionizing and nonionizing energy transfer processes in living tissue and cells. Radiation effects on the structure of nucleic acids, proteins, and cell membranes with emphasis on mechanisms by which cell viability is lost. Background in radiation chemistry is developed in particular for engineering majors. Applications are given in nuclear medicine, cancer therapy, and radiation in the environment."
MANE-6490,Plasticity,"Stress invariants. Polyaxial stress-strain relation for strain-hardening materials. Ideal plasticity, various yield conditions, and associated flow rules. Variational principles. Limit analysis. Applications in elastic-plastic stress analysis, metal forming, plastic collapse, and plastic instability."
